小区名称,地址,参考价格,建筑年代,建筑类型,物业费用,物业公司,开发商,楼栋总数,房屋总数
嘉庚路,"(集美集美文教区)嘉庚路103号, 嘉庚路117号, 集美区嘉庚路91-117号",35237,1983年建成 ,板楼,暂无信息,无物业管理服务,无开发商,17栋,353户
恒亿尚品湾（3/4期）,(同安环东海域)美溪五里,37164,2007年建成 ,板楼/塔板结合,2.3至2.6元/平米/月,厦门汇嘉物业管理有限公司,龙夏置业（厦门）有限公司,8栋,925户
大学湾,"(集美集美文教区)乐海南里, 乐海南里143号, 乐海南里20号, 乐海南里8号, 乐海南里7号, 乐海南里64号, 乐海南里65号, 集美区乐海南里101-425号",35548,2002年建成 ,板楼,0.75至2.2元/平米/月,厦门常春藤物业管理有限公司,厦门旺荣房地产开发有限公司,25栋,726户
现代家园,(湖里大唐世家)火炬二路31-57号,46649,1997年建成 ,板楼,0.6元/平米/月,厦门公海置业有限公司,无开发商,1栋,303户
大唐世家（集美一期）,"(集美集美文教区)乐海路大唐世家（集美一期）, 集美区乐海路164号",38740,1997年建成 ,板楼/塔板结合,0.8至1.5元/平米/月,暂无信息,厦门大唐房地产有限公司,43栋,817户
江浦南里,(湖里江头)江浦南里17到21号,46632,1990年建成 ,板楼,0.6至0.8元/平米/月,厦门市厦禾物业管理有限公司,厦门市特房筼筜开发有限公司,25栋,1068户
惠鸿花园,(湖里金尚)金尚路371到395号,38985,1995年建成 ,板楼,0.8至1.2元/平米/月,厦门市福菲物业管理有限公司,惠鸿(厦门)房地产开发有限公司,10栋,236户
联丰大厦,(思明瑞景)莲前东路409号,35186,1999年建成 ,塔楼/板楼/塔板结合,1.7至2.8元/平米/月,厦门鸿天福物业管理有限公司,联丰(厦门)房地产开发有限公司,1栋,142户
橡树湾四期,(集美杏北)杏林北路橡树湾四期,38385,2007年建成 ,板楼,2.8至3.6元/平米/月,华润置地（福州）物业服务有限公司厦门分公司,华润置地（沈阳）有限公司,4栋,602户
宝龙一城,(湖里湖边水库)湖里厦门市吕岭路与金山路交汇处,36057,2010年建成 ,塔楼/塔板结合,2.3至5.5元/平米/月,宝龙商业物业管理有限公司,厦门宝龙房地产发展有限公司,4栋,1589户
国贸商城集悦,(集美集美其它)集美区乐天路83-87号,33251,2005年建成 ,板楼/塔板结合,2.8至3.2元/平米/月,厦门国贸物业管理有限公司,厦门国贸海湾投资发展有限公司,5栋,347户
建德公寓,(湖里南山路)宜宾路39号,41582,1989年建成 ,板楼/平房,0.5元/平米/月,厦门市海投物业有限公司,万科房产,2栋,144户
未来海岸云樽,(海沧未来海岸北师大)嵩屿南路116号,35066,1996年建成 ,塔楼/平房,1.25至1.7元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,1栋,240户
怡富花园西区,(思明金鸡亭)莲前西路202到236号,44338,1995年建成 ,塔楼/板楼,0.7元/平米/月,厦门常春藤物业管理有限公司,厦门瑧豪房地产开发有限公司,10栋,463户
榕海花园,(湖里东渡)东渡路183-185号,36967,1991年建成 ,板楼,0.45至1.5元/平米/月,无物业管理服务,福康经济开发有限公司,3栋,429户
太微花园,(湖里金尚)后埔东里12到34号,45241,1998年建成 ,塔楼/板楼,0.75至1.8元/平米/月,上海永升物业管理有限公司厦门分公司,厦门鹏源房地产开发有限公司,19栋,698户
泰裕新城二期,(湖里南山路)南山路434-454号,45211,1990年建成 ,板楼,0.7至1.2元/平米/月,厦门物业管理,厦门建发集团有限公司,3栋,311户
园山雅阁,(湖里大唐世家)园山北里11-12号,43593,1996年建成 ,塔楼/板楼,0.5元/平米/月,无物业管理服务,无开发商,6栋,187户
天宇花园南区,(湖里金尚)金尚路129-177号 ,42273,1995年建成 ,板楼,0.5元/平米/月,厦门天地物业公司,厦门市天地开发建设有限公司,5栋,352户
金鼎巷,(湖里东渡)金鼎巷34号,44799,1982年建成 ,板楼/平房,0.5元/平米/月,居委会自管物业,无开发商,18栋,496户
厦门华玺,"(海沧马銮湾东)海沧马銮湾新阳大桥桥头/霞光北路与霞光路交叉口, 霞光东里533号",31447,2008年建成 ,塔楼/板楼/塔板结合,3.2至5.2元/平米/月,厦门海投物业有限公司,厦门智慧城置业有限公司,28栋,1249户
华昌小区,(湖里南山路)海天路18号到70号,42088,1983年建成 ,板楼,0.8元/平米/月,无物业管理服务,厦门市盛华物房地产开发有限公司,15栋,448户
金海花园,(湖里东渡)和顺里2到34号,44837,1997年建成 ,板楼,0.6至0.8元/平米/月,厦门市创优物业管理有限公司,厦门市万邦实业开发公司,18栋,297户
海上明珠家园,(海沧滨海社区)沧林东一里17到19号,34535,2007年建成 ,塔板结合/平房,1.2至1.8元/平米/月,厦门万亘物业管理有限公司,厦门向荣房地产有限公司,1栋,265户
博士花园,(湖里祥店)岭南里1到20号,44823,1995年建成 ,板楼,0.5元/平米/月,无物业管理服务,厦门恒泰衍房地产开发有限公司,8栋,308户
汇景雅苑,"(海沧未来海岸北师大)嵩屿南路100号, 嵩屿南二里260号",32250,1996年建成 ,塔楼/板楼/塔板结合,1.2至1.8元/平米/月,新工（厦门）物业管理服务有限公司,厦门龙鑫房地产开发有限公司,4栋,440户
龙湖嘉誉城二期,"(集美灌口)集美区324国道与规划三南路交叉口南侧, 集美区鱼福三里121-168号",32796,2013年建成 ,塔楼,3元/平米/月,龙湖物业服务集团有限公司厦门分公司,厦门龙湖德嘉置业有限公司,27栋,850户
1号公馆,(海沧海沧生活区)沧湖东二里177号到180号,40822,2012年建成 ,板楼,3.7至5.5元/平米/月,厦门市住总物业管理有限公司,厦门加州海岸房地产开发有限公司,2栋,448户
恒大帝景,(集美集美新城)杏林湾路恒大帝景,33770,2013年建成 ,塔楼/塔板结合,2.7元/平米/月,金碧物业有限公司厦门分公司,厦门恒大置业有限公司 ,20栋,2062户
双鲤新城,(湖里机场区)安兜北里13号到57号,37527,2002年建成 ,塔楼/板楼/塔板结合,0.8元/平米/月,无物业管理服务,无开发商,14栋,794户
新景海韵园,(思明会展中心)会展南里190到225号,41422,2001年建成 ,塔楼/板楼/塔板结合,1.5元/平米/月,厦门新景风华物业管理公司,厦门新景地集团有限公司,15栋,397户
永同昌万美花园,"(集美集美文教区)浔江路191号, 集美区浔江路191号",36630,2010年建成 ,板楼,1.3元/平米/月,万美花园物业,厦门永同昌房地产开发有限公司,2栋,142户
悦海园二期,"(集美集美文教区)集源路151到155号, 集美区集源路126-138号",43321,2002年建成 ,板楼,1元/平米/月,厦门福中物业管理有限公司,厦门市集美建设发展有限公司,5栋,180户
梅阳花园,(湖里SM)乌石浦三里8到53号,39930,1998年建成 ,塔楼/板楼,0.7元/平米/月,怡家园（厦门）物业管理有限公司,厦门瑞泰房地产公司,7栋,644户
安泰花园,(湖里SM)园山南路793到799号,42849,2003年建成 ,板楼,0.8元/平米/月,无物业管理服务,厦门华星开发商,5栋,249户
万华中心,(湖里高新技术园)高新技术园区钟岭路与岭下路交汇处,34446,2015年建成 ,塔楼/板楼,4至4.5元/平米/月,无物业管理服务,无开发商,3栋,446户
特房银溪墅府梅斯花园,(翔安环东海域)西炉南路特房银溪墅府,34343,2009年建成 ,塔楼/板楼,2.7至3.7元/平米/月,厦门市特房物业服务有限公司,厦门特房滨海房地产有限公司,11栋,1350户
园博1号一期,"(集美杏锦路)集美区园博一里1-14号, 集美区园博一里2-16号",42841,2010年建成 ,塔楼/塔板结合,3.5元/平米/月,厦门白士德楼宇管理有限公司,厦门住宅建设集团有限公司,6栋,353户
天玺世茂海峡大厦,(思明厦大)大学路177号,38803,2004年建成 ,塔楼,6至15元/平米/月,世茂物业管理有限公司厦门分公司,厦门世茂新纪元置业有限公司,2栋,1576户
东浦路,(思明火车站)东浦路,46176,1980年建成 ,板楼/塔板结合,0.5至2元/平米/月,暂无信息,广州城建发地产,61栋,1659户
海光花园小区,"(集美集美文教区)集原路, 集美区集源路101-105号",31788,1991年建成 ,板楼,1.5元/平米/月,自主物业,厦门市集美建设发展有限公司,6栋,253户
尚南路,"(集美集美文教区)集美区尚南路43-51号, 尚南路33号, 尚南路31号, 集美区尚南路31-45号",31634,1983年建成 ,板楼,暂无信息,无物业管理服务,厦门住宅建设总公司,18栋,234户
锦绣金山,(湖里金山)202-222号,39183,1996年建成 ,板楼,0.6元/平米/月,厦门白士德楼宇管理有限公司,无开发商,6栋,257户
芙蓉苑三期,(湖里湖里大道)嘉园路153到205号,41909,1999年建成 ,板楼/塔板结合,0.7至1.2元/平米/月,厦门市长兴物业管理有限公司,厦门经济特区房地产开发集团有限公司,8栋,587户
凤麟花园,"(集美集美文教区)同集南路18号, 集美区同集南路2-44号",31495,1998年建成 ,板楼,1元/平米/月,厦门城市广场物业管理有限公司,厦门延铭房地产开发有限公司,16栋,245户
南洋大厦,"(思明火车站)厦禾路873, 厦禾路875路",39972,1998年建成 ,板楼,1.2至1.8元/平米/月,白士德物业公司,厦门市富山房地产公司,2栋,281户
国联大厦,(湖里江头)台湾街9-11号,39170,1998年建成 ,塔楼,1.8至80元/平米/月,厦门都市景象物业管理有限公司,东港鑫天地置业有限公司,2栋,388户
世纪嘉园东区,(湖里湖里大道)嘉园路32到17号,44675,2003年建成 ,板楼,1.2元/平米/月,厦门市华远物业有限公司,厦门华祥房地产发展有限公司,11栋,568户
吕岭花园,(湖里金尚)双浦西路8号,44429,1996年建成 ,塔楼/板楼,0.6至1元/平米/月,厦门市住总物业管理公司,厦门住宅建设集团有限公司,28栋,1300户
融侨观邸,(海沧马銮湾东)霞光路101号,37069,2008年建成 ,板楼/塔板结合/平房,2.98至6.98元/平米/月,暂无信息,厦门融侨置业有限公司,17栋,1660户
新宝成花园,"(海沧滨海社区)沧湖东一里407-417号, 海沧区沧湖东一里408-417号",34150,2005年建成 ,板楼,1至2元/平米/月,民盛集团物业管理有限公司,厦门市新宝成房地产开发有限公司,3栋,181户
滨水小区一期,(集美集美新城)滨水路滨水小区一期,37136,2000年建成 ,板楼/塔板结合,1.2元/平米/月,无物业管理服务,天津滨水置业投资有限公司,10栋,1173户
园博1号二期,"(集美杏锦路)园博一里19号, 集美区园博一里19号",46064,2006年建成 ,塔楼/板楼,3.5元/平米/月,厦门白士德楼宇管理有限公司,厦门住宅建设集团有限公司,7栋,387户
金龙大厦,(湖里东渡)东渡路250到252号,42735,1994年建成 ,塔楼/板楼,0.6至1.7元/平米/月,厦门住宅建设集团有限公司,厦门市住宅建设总公司,2栋,244户
永升彩虹花园,(湖里金尚)吕岭路165到169号,41493,1947年建成 ,塔楼/板楼,0.7至1.8元/平米/月,厦门永升隆物业服务有限公司,永升旭日集团房地产开发有限公司,10栋,546户
半山豪园,(湖里南山路)南山路500到540号,45944,2003年建成 ,板楼/塔板结合,0.8至1.2元/平米/月,厦门市华侨城物业管理有限公司,厦门禹洲集团股份有限公司,4栋,188户
塔埔社区东区,(思明观音山)半屏山路,43339,2001年建成 ,板楼,0.8至0.9元/平米/月,新工（厦门）物业管理服务有限公司,暂无信息,20栋,833户
天宝花园一期,(湖里金尚)双浦路299号,43086,1994年建成 ,板楼,0.85至1.3元/平米/月,厦门住总物业管理有限公司,厦门市天地开发建设有限公司,4栋,98户
加州海岸,(海沧海沧生活区)沧湖东二里150到159号,33765,2004年建成 ,板楼,1.8至2元/平米/月,厦门华菲物业管理有限公司,厦门加州海岸房地产开发有限公司,4栋,420户
徐厝社区三航宿舍（昌宾路8—50号）,(湖里保税区)昌宾路8-50号,41489,1980年建成 ,塔板结合,0.5元/平米/月,无,厦门市明发,9栋,408户
台北新村,(湖里南山路)仙洞路21到41号,46350,1996年建成 ,塔楼,0.7元/平米/月,厦门火炬集团物业管理有限公司,厦门经济特区房地产开发集团有限公司,1栋,208户
银江路,"(集美集美文教区)银江路, 集美区岑东路140-197号",32213,1975年建成 ,板楼,1至2元/平米/月,暂无信息,无开发商,20栋,365户
中孚花园,(湖里金尚)金尚路206号,43517,1996年建成 ,板楼,0.55至1.25元/平米/月,厦门明利物业管理有限公司,厦门中铁建设有限公司,8栋,160户
绿苑小区一期,(海沧滨海社区)沧湖东一里25-27号,32214,2004年建成 ,板楼,1.2元/平米/月,厦门市海沧区新区物业有限公司,厦门海沧土地开发有限公司,3栋,620户
金庄花园,"(湖里保税区)鸿宾路4号, 鸿宾路18号, 鸿宾路20号, 鸿宾路22号, 鸿宾路24号",39900,1998年建成 ,板楼,1元/平米/月,厦门湖里和诚物业公司,华联厦门房地产开发中心,2栋,106户
汇景佳园,(海沧未来海岸北师大)嵩屿路100号,31838,2003年建成 ,板楼/塔板结合,1.3元/平米/月,厦门汇景物业服务有限公司,厦门汇景房地产开发有限公司,2栋,180户
嘉兴园,(湖里江头)吕岭路97-103号,41876,1996年建成 ,板楼,0.6元/平米/月,厦门特祥房地产开发有限公司,建发房产,4栋,141户
金山公寓,(湖里SM)禾山路565-579,40322,1998年建成 ,板楼,0.5元/平米/月,厦门市住总物业管理公司, 重庆汇东房地产开发有限公司,2栋,155户
天籁,(海沧海沧生活区)海富里356到364号,35865,2000年建成 ,板楼/塔板结合,1.4至1.5元/平米/月,厦门海投物业有限公司,厦门海投房地产有限公司 ,5栋,394户
塘埔路,(集美集美文教区)集美区塘浦路7号,31864,1985年建成 ,塔楼/板楼,0.8元/平米/月,无物业管理服务,中骏地产,18栋,212户
绿洲花园,(思明瑞景)莲前东路,45632,1996年建成 ,板楼,0.8至1.2元/平米/月,厦门华林物业发展有限公司,厦门市华林建设发展有限公司,4栋,168户
龙腾花园一期,"(湖里湖里大道)悦华路163号, 悦华路179号, 悦华路163-193号",37209,1990年建成 ,板楼/平房,0.7至0.8元/平米/月,厦门市创优物业管理有限公司,厦门市万邦实业开发公司,8栋,323户
浦南一路,(思明火车站)浦南一路5号,40566,1997年建成 ,板楼,0.5元/平米/月,暂无信息,部队开发,15栋,113户
亚太广场,"(海沧海沧生活区)海富里393-412, 海沧区海富里395-406号",41413,2006年建成 ,板楼,1至1.65元/平米/月,厦门市缘园物业管理有限公司,厦门鑫亚泰房地产开发有限公司,6栋,390户
乌石浦新村,"(湖里SM)乌石浦二里116-119号, 乌石浦二里111-129号",39538,1990年建成 ,板楼,暂无信息,无物业管理服务,无开发商,3栋,288户
源泉山庄,"(湖里SM)禾山路663到705号, 禾山路655号",45659,1996年建成 ,塔楼/板楼,0.5元/平米/月,厦门市源昌物业服务有限公司,厦门市源昌房地产开发有限公司,7栋,418户
绿苑小区二期,(海沧滨海社区)沧湖东一里42到95号,34027,2007年建成 ,板楼,1.2元/平米/月,厦门海投物业有限公司,厦门海沧土地开发有限公司,7栋,308户
